ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target
ID_DUMMY000860,malawi,14.91636521376212,Don't know or N/A,Yes,No,No,No,2120.6618374204936,736.2672465674611,880.2616302582787,14.907290357822529,Have now,Have now,Yes,No,Male,"Yes, always",No,Used to have but don't have now,No,No,Yes,No,Yes,Yes,Yes,No,Never had,Used to have but don't have now,Used to have but don't have now,No,36.61196241834319,Never had,Never had,No,Have now,Used to have but don't have now,Low
ID_DUMMY000861,lesotho,38.19859658495432,Yes,Yes,No,Don't know or N/A,No,237.93265325358013,2273.957961024326,54.116051392827416,4.011601129185015,Never had,Have now,Yes,No,Male,"Yes, always",No,Have now,"Yes, always",No,Yes,No,Yes,Yes,Yes,No,Have now,Never had,Used to have but don't have now,Yes,42.78707054122664,Never had,Never had,Yes,Used to have but don't have now,Never had,Medium
ID_DUMMY000862,zimbabwe,46.08424326562428,Yes,Yes,Yes,Yes,No,2657.681140405367,135.20974546697178,505.60731302803856,1.3950459150513839,Never had,Never had,,No,Female,"Yes, always",Yes,Have now,"Yes, sometimes",Don't know or N/A,No,No,Yes,Yes,Yes,No,Never had,Never had,Used to have but don't have now,No,54.9317535244961,Never had,Never had,No,Have now,Have now,Low
ID_DUMMY000863,malawi,31.131656103721205,Don't know or N/A,No,No,No,Don't know or N/A,10989.116757717085,9329.699136538484,849.8139517348326,2.0679876018768097,Used to have but don't have now,Never had,Yes,No,Female,No,No,Used to have but don't have now,"Yes, sometimes",No,Yes,Yes,Yes,Don't know,Yes,Yes,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,No,67.64845217344794,Have now,Used to have but don't have now,No,Used to have but don't have now,Never had,Medium
ID_DUMMY000864,malawi,47.91341489336334,No,No,No,No,Yes,597.1110864538986,1738.9181136486413,1157.5322497976726,2.173408233689405,Never had,Used to have but don't have now,,No,Male,"Yes, always",No,Used to have but don't have now,"Yes, sometimes",Yes,No,No,No,Yes,Yes,No,Never had,Have now,Never had,No,86.72202893693839,Used to have but don't have now,Have now,Yes,Have now,Never had,Low
ID_DUMMY000865,malawi,47.531275570741975,No,Yes,No,No,Yes,1704.428381532138,864.8376340268533,1298.627208862655,3.3965184780773825,Never had,Never had,No,Yes,Female,No,No,Never had,"Yes, always",No,Yes,Yes,Yes,No,Yes,Yes,Have now,Have now,Never had,No,9.832612684577535,Have now,Never had,No,Used to have but don't have now,Have now,Medium
ID_DUMMY000866,eswatini,39.248221334538144,No,Yes,Yes,No,No,4829.414398808579,1244.834313528285,7603.699539151231,1.5717901028996244,Never had,Never had,Yes,No,Female,"Yes, sometimes",No,Never had,No,No,No,No,Yes,Yes,No,No,Used to have but don't have now,Never had,Have now,No,84.28784652967184,Never had,Used to have but don't have now,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_DUMMY000867,lesotho,50.42527000708925,No,No,No,Don't know or N/A,Yes,277.9182889317283,2648.5929937040755,5516.670640477922,3.5639550702620753,Have now,Have now,No,Yes,Male,"Yes, always",No,Used to have but don't have now,No,No,No,No,No,Don't know,Yes,No,Used to have but don't have now,Have now,Never had,Yes,36.00804994865279,Never had,Used to have but don't have now,No,Have now,Used to have but don't have now,Low
ID_DUMMY000868,eswatini,34.378046639676214,Don't know or N/A,No,Yes,Yes,Don't know or N/A,653.5829677872734,8318.84328619599,557.4526387733424,3.8789690907087016,Never had,Used to have but don't have now,Yes,Yes,Male,No,No,Have now,"Yes, sometimes",Yes,Yes,Yes,Yes,Don't know,No,Yes,Used to have but don't have now,Never had,Never had,No,9.298035186657923,Have now,Have now,Yes,Never had,Used to have but don't have now,Medium
ID_DUMMY000869,zimbabwe,48.227076955581,No,Yes,Yes,No,No,2245.5434181771143,6307.885639652008,4702.060949766033,3.1403058700794606,Have now,Used to have but don't have now,,Yes,Female,"Yes, always",No,Have now,"Yes, always",Don't know or N/A,Don't know or N/A,Yes,Yes,Don't know,No,Yes,Never had,Never had,Never had,Yes,43.39992998340514,Never had,Used to have but don't have now,Yes,Have now,Used to have but don't have now,Medium
ID_DUMMY000870,eswatini,33.257894807779614,Yes,No,Yes,Yes,Yes,7775.41340627398,21.38681082502035,177764.95438572756,4.905367116581393,Used to have but don't have now,Have now,No,Yes,Male,"Yes, sometimes",No,Used to have but don't have now,"Yes, always",Don't know or N/A,Don't know or N/A,Yes,Yes,Don't know,No,No,Have now,Never had,Have now,No,113.54242727895135,Used to have but don't have now,Have now,Yes,Have now,Never had,High
ID_DUMMY000871,lesotho,54.178812597029754,No,No,Yes,Yes,Don't know or N/A,323614.44629850914,4048.573868618823,9975.262664069458,0.7312379922200576,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,Yes,Yes,No,No,Have now,Have now,Never had,Yes,100.32946809543371,Never had,Have now,Yes,Have now,Have now,Low
ID_DUMMY000872,malawi,34.290454671941184,Don't know or N/A,No,Yes,No,Yes,571.2209094703121,391.30169090266907,159.0151155704679,1.4695992073208732,Never had,Used to have but don't have now,No,Yes,Male,"Yes, sometimes",Yes,Have now,No,No,Yes,No,Yes,Don't know,No,Yes,Used to have but don't have now,Never had,Used to have but don't have now,No,58.674111172614246,Used to have but don't have now,Have now,Yes,Never had,Have now,Low
ID_DUMMY000873,malawi,42.29099828972453,Yes,No,No,No,Don't know or N/A,2772.039982522854,1367.039795119496,706.3869491504597,0.2802560155457589,Never had,Have now,No,No,Male,"Yes, sometimes",Yes,Have now,"Yes, always",Yes,Yes,Yes,No,Yes,No,No,Have now,Have now,Used to have but don't have now,Yes,100.3727684851348,Have now,Used to have but don't have now,No,Have now,Have now,Medium
ID_DUMMY000874,lesotho,76.92232444216604,Don't know or N/A,Yes,Yes,Don't know or N/A,Yes,45262.39346517846,169.55650767451567,2749.4675599971697,1.1013029496847833,Used to have but don't have now,Used to have but don't have now,,No,Female,No,Yes,Have now,No,Don't know or N/A,Don't know or N/A,No,Yes,Don't know,No,No,Never had,Have now,Used to have but don't have now,Yes,38.25807874476056,Never had,Have now,No,Have now,Never had,Low
ID_DUMMY000875,zimbabwe,23.91913514651278,Yes,Yes,No,No,Yes,7075.78295579477,394.6225140745418,10322.557656331192,0.7287522306612642,Never had,Never had,Yes,Yes,Male,"Yes, sometimes",No,Used to have but don't have now,"Yes, sometimes",Yes,No,Yes,Yes,Don't know,Yes,Yes,Used to have but don't have now,Have now,Have now,Yes,17.47543760465081,Never had,Never had,No,Have now,Have now,Medium
ID_DUMMY000876,zimbabwe,51.92538657436527,Don't know or N/A,Yes,No,No,Don't know or N/A,46528.89378958286,305.3381499688798,4254.183366178875,1.3948844752435996,Have now,Used to have but don't have now,,No,Male,No,Yes,Never had,"Yes, always",No,Don't know or N/A,No,Yes,No,No,Yes,Have now,Used to have but don't have now,Never had,No,101.06324770477374,Used to have but don't have now,Never had,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_DUMMY000877,malawi,30.7387365112855,Don't know or N/A,No,No,No,No,74536.28490856722,1542.6296646346816,5680.201300301466,0.4738560032525738,Used to have but don't have now,Used to have but don't have now,,No,Female,"Yes, always",No,Used to have but don't have now,"Yes, sometimes",Don't know or N/A,No,No,No,Yes,Yes,Yes,Used to have but don't have now,Have now,Never had,Yes,113.74278807043929,Have now,Never had,Yes,Used to have but don't have now,Never had,Medium
ID_DUMMY000878,zimbabwe,30.13508785806487,No,Yes,No,No,Yes,260.19492637771515,466.76472892071183,1446.2966049858599,3.431010986717417,Never had,Never had,No,No,Female,"Yes, sometimes",No,Used to have but don't have now,No,No,No,No,No,Don't know,No,No,Have now,Have now,Have now,No,14.79821892903507,Never had,Never had,No,Have now,Have now,Low
ID_DUMMY000879,malawi,19.737937743178,Yes,Yes,Yes,No,Don't know or N/A,317.3182314620347,2999.9979142959246,5360.555766664657,0.8327108381471462,Have now,Have now,,No,Male,"Yes, sometimes",Yes,Have now,"Yes, always",No,No,No,No,No,Yes,Yes,Never had,Have now,Have now,No,43.986142485507145,Never had,Used to have but don't have now,No,Have now,Never had,Low
ID_DUMMY000880,zimbabwe,27.67115738168787,Yes,Yes,No,Don't know or N/A,No,1412.9902862699985,2883.550820441195,9612.717539160582,1.0559624176961988,Never had,Used to have but don't have now,Yes,No,Female,"Yes, always",Yes,Have now,"Yes, always",Yes,No,Yes,Yes,Don't know,No,No,Never had,Never had,Used to have but don't have now,No,44.00662903125588,Never had,Never had,Yes,Used to have but don't have now,Have now,Medium
ID_DUMMY000881,eswatini,43.214123654396,Don't know or N/A,Yes,Yes,Don't know or N/A,No,574.1726061808902,504.0225664181476,19643.40549566345,4.3204359552504235,Used to have but don't have now,Never had,Yes,No,Male,No,No,Used to have but don't have now,"Yes, always",Don't know or N/A,No,No,No,Yes,No,No,Never had,Used to have but don't have now,Have now,Yes,109.36101794596905,Never had,Have now,No,Used to have but don't have now,Have now,Medium
ID_DUMMY000882,eswatini,24.736971986647326,No,No,Yes,No,Yes,4549.593352805986,5399.09127606581,919.5269946889057,5.167115433700033,Have now,Have now,,No,Female,No,Yes,Used to have but don't have now,"Yes, sometimes",No,Don't know or N/A,Yes,No,Don't know,Yes,No,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,Yes,78.08692612005603,Never had,Used to have but don't have now,No,Never had,Never had,Medium
ID_DUMMY000883,malawi,59.964793985721684,No,Yes,Yes,Yes,Yes,5488.91703171791,2646.749466641629,23052.675581940584,0.9123318474960866,Have now,Used to have but don't have now,,Yes,Female,No,No,Used to have but don't have now,"Yes, always",No,Yes,No,Yes,Yes,Yes,Yes,Used to have but don't have now,Used to have but don't have now,Have now,No,95.69046647299972,Have now,Have now,No,Have now,Have now,Low
ID_DUMMY000884,malawi,34.617485961665665,Yes,No,Yes,Don't know or N/A,No,4803.547121113948,158.24712083461492,1397.0720774025572,2.0585003687078367,Used to have but don't have now,Have now,,Yes,Male,"Yes, always",Yes,Used to have but don't have now,"Yes, sometimes",Don't know or N/A,Don't know or N/A,No,No,Yes,No,Yes,Never had,Used to have but don't have now,Never had,Yes,2.169731064682252,Have now,Never had,No,Used to have but don't have now,Used to have but don't have now,Low
ID_DUMMY000885,lesotho,53.15856541876305,Don't know or N/A,No,Yes,No,No,37.244053618108246,10956.883333622978,13633.340699464907,9.0483336502684,Have now,Have now,,Yes,Male,"Yes, sometimes",Yes,Used to have but don't have now,"Yes, always",No,No,Yes,Yes,Don't know,Yes,No,Never had,Used to have but don't have now,Never had,No,25.855548873087603,Used to have but don't have now,Used to have but don't have now,Yes,Have now,Never had,Medium
ID_DUMMY000886,lesotho,40.03777272287592,No,No,No,No,Don't know or N/A,34890.87933316323,4788.750086868177,145.45586369194888,2.153967415150488,Used to have but don't have now,Used to have but don't have now,Yes,No,Male,"Yes, always",Yes,Have now,No,Yes,Yes,No,Yes,No,Yes,Yes,Never had,Never had,Have now,Yes,111.40470623769502,Never had,Used to have but don't have now,No,Have now,Have now,Low
ID_DUMMY000887,lesotho,40.9939908462172,Yes,No,No,No,Don't know or N/A,694.8223476935775,15096.309722266984,11755.9088712014,1.4763286009847019,Have now,Used to have but don't have now,No,Yes,Female,"Yes, sometimes",No,Have now,"Yes, sometimes",Yes,Don't know or N/A,Yes,Yes,No,Yes,No,Used to have but don't have now,Never had,Have now,Yes,43.74797130238373,Have now,Have now,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_DUMMY000888,malawi,35.37192842826582,No,No,Yes,No,Don't know or N/A,7108.206866480755,1572.3219674534516,17251.236215921897,7.1813638899858745,Never had,Used to have but don't have now,No,No,Female,"Yes, always",Yes,Never had,"Yes, always",Don't know or N/A,No,No,Yes,Yes,Yes,No,Used to have but don't have now,Never had,Never had,Yes,85.63288395161659,Used to have but don't have now,Used to have but don't have now,Yes,Used to have but don't have now,Have now,Medium
ID_DUMMY000889,eswatini,43.92226480732525,Don't know or N/A,Yes,Yes,Don't know or N/A,Don't know or N/A,185.19374356185216,817.6645797299216,12187.444139081239,16.994615382776296,Used to have but don't have now,Used to have but don't have now,,No,Male,No,Yes,Never had,No,No,Yes,No,No,Don't know,Yes,Yes,Never had,Have now,Used to have but don't have now,Yes,54.26581201220617,Never had,Have now,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_DUMMY000890,zimbabwe,36.1750202170464,No,Yes,Yes,No,Don't know or N/A,380.07792706364046,911.4018456789674,3153.554150333135,10.128486341931131,Used to have but don't have now,Used to have but don't have now,No,No,Female,"Yes, always",Yes,Used to have but don't have now,"Yes, sometimes",Yes,No,No,No,No,No,Yes,Never had,Have now,Have now,No,105.75008180182678,Never had,Have now,No,Never had,Used to have but don't have now,Medium
ID_DUMMY000891,eswatini,32.131747366462676,Yes,Yes,Yes,No,No,1860.4571392249281,267.95127037544216,13556.763480350539,7.637529896761742,Have now,Used to have but don't have now,Yes,No,Female,No,Yes,Have now,"Yes, always",Don't know or N/A,Yes,No,Yes,Don't know,No,No,Have now,Never had,Have now,No,53.11858179125197,Used to have but don't have now,Used to have but don't have now,Yes,Never had,Never had,Medium
ID_DUMMY000892,malawi,58.3449742064909,Yes,No,No,Yes,Don't know or N/A,2534.8964588512727,241.61049415249076,42.32524938220778,2.359550978101458,Used to have but don't have now,Never had,Yes,Yes,Female,"Yes, always",Yes,Have now,No,No,Yes,No,No,Don't know,Yes,Yes,Used to have but don't have now,Used to have but don't have now,Have now,No,44.080861833273595,Used to have but don't have now,Have now,Yes,Never had,Never had,Low
ID_DUMMY000893,malawi,56.541635529538055,Don't know or N/A,No,No,No,Don't know or N/A,3758.026285349576,1967.2792703853559,33.22299258346809,5.5543453671670475,Have now,Have now,No,No,Female,"Yes, always",Yes,Have now,No,No,No,Yes,Yes,No,Yes,Yes,Used to have but don't have now,Have now,Have now,Yes,32.332733556438605,Have now,Used to have but don't have now,Yes,Never had,Have now,Medium
ID_DUMMY000894,lesotho,43.441289348591035,No,No,Yes,Don't know or N/A,Don't know or N/A,2220.7259871134293,2558.722879759762,34352.7052856067,5.2166455976300945,Used to have but don't have now,Never had,,No,Male,"Yes, always",No,Used to have but don't have now,No,Yes,Don't know or N/A,Yes,Yes,Don't know,Yes,No,Used to have but don't have now,Have now,Used to have but don't have now,No,3.515933172410204,Used to have but don't have now,Never had,Yes,Never had,Never had,Medium
ID_DUMMY000895,malawi,42.31116302477566,Yes,No,No,Yes,Don't know or N/A,356546.25948620803,47.03846180685225,6184.499912209723,0.4249247817263856,Have now,Used to have but don't have now,,No,Male,No,No,Have now,"Yes, always",No,Yes,No,No,No,No,No,Have now,Never had,Used to have but don't have now,Yes,23.20070803344626,Have now,Used to have but don't have now,No,Used to have but don't have now,Have now,Medium
ID_DUMMY000896,eswatini,38.62237301489124,Don't know or N/A,No,No,Don't know or N/A,Don't know or N/A,9260.779027749812,409.09244974975815,1655.5075945698468,0.1914501255176631,Never had,Have now,Yes,No,Male,"Yes, sometimes",Yes,Never had,"Yes, always",Yes,Don't know or N/A,Yes,No,Don't know,Yes,No,Never had,Never had,Have now,No,86.06177364561093,Used to have but don't have now,Have now,No,Used to have but don't have now,Never had,Medium
ID_DUMMY000897,malawi,48.53692695358594,Don't know or N/A,Yes,No,No,No,1507284.7360858875,3685.104948377016,392.8712395863928,0.9210361424301903,Never had,Used to have but don't have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",Yes,No,No,Yes,Don't know,No,Yes,Never had,Used to have but don't have now,Never had,No,22.792169239322405,Have now,Have now,No,Never had,Used to have but don't have now,Medium
ID_DUMMY000898,lesotho,18.45228192843982,No,No,No,Yes,Yes,1540.4342198367647,3291.977156679437,182.43285466173364,5.263012003987745,Never had,Have now,,No,Male,"Yes, sometimes",Yes,Never had,"Yes, always",Yes,Yes,Yes,No,Don't know,Yes,Yes,Never had,Used to have but don't have now,Have now,No,98.9420483759915,Used to have but don't have now,Never had,No,Have now,Have now,Medium
ID_DUMMY000899,eswatini,31.189200136347544,Yes,No,No,Don't know or N/A,Yes,2246.0776905418593,12057.989056311255,6770.878115140521,0.036925159847128006,Have now,Never had,,No,Female,"Yes, sometimes",Yes,Have now,"Yes, sometimes",Yes,Don't know or N/A,Yes,Yes,Yes,No,Yes,Have now,Have now,Have now,No,62.1846878619025,Have now,Have now,Yes,Have now,Never had,Medium
ID_DUMMY000900,eswatini,40.91930884541991,Don't know or N/A,No,Yes,No,Yes,1071.1336837806555,46.65946223858245,71390.5109019365,14.503664732887367,Have now,Never had,Yes,No,Female,No,No,Have now,No,Yes,Don't know or N/A,Yes,No,Don't know,No,No,Have now,Never had,Have now,Yes,80.83317983960342,Never had,Never had,No,Never had,Never had,Medium
ID_DUMMY000901,malawi,39.3051070014771,No,Yes,Yes,No,No,685.2381201758515,829.7407300654988,101.60466282622974,3.0391205498475693,Used to have but don't have now,Have now,,No,Female,"Yes, always",Yes,Used to have but don't have now,No,Yes,Don't know or N/A,Yes,No,No,Yes,Yes,Never had,Have now,Have now,No,69.85737633776904,Have now,Used to have but don't have now,Yes,Have now,Used to have but don't have now,Medium
